seqnames	start	end	width	strand	annot.seqnames	annot.start	annot.end	annot.width	annot.strand	annot.name	annot.score	annot.itemRgb	annot.thick.start	annot.thick.end	annot.thick.width	CpG_ID
chr6	10723046	10723096	51	*	chr6	10722895	10723471	577	*	nr3c1	13	#7038A8	10723171	10723171	1	cg05674737
chr12	48551378	48551428	51	*	chr12	48550846	48551667	822	*	nr3c1	9	#7038A8	48551276	48551276	1	cg05728519
chr7	83824384	83824434	51	*	chr7	83824186	83824533	348	*	nr3c1	7	#7038A8	83824382	83824382	1	cg05742308
chr10	31026101	31026151	51	*	chr10	31025676	31026153	478	*	nr3c1	4	#7038A8	31025849	31025849	1	cg05775862
chr3	69435510	69435560	51	*	chr3	69435237	69435613	377	*	nr3c1	2	#7038A8	69435396	69435396	1	cg05795931
chr22	31795668	31795718	51	*	chr22	31795280	31795759	480	*	nr3c1	7	#7038A8	31795492	31795492	1	cg05859845
chr4	156550575	156550625	51	*	chr4	156550409	156550712	304	*	nr3c1	1	#7038A8	156550539	156550539	1	cg05873252
chr11	130786536	130786586	51	*	chr11	130786076	130786574	499	*	nr3c1	8	#7038A8	130786448	130786448	1	cg05974695
chr7	103848629	103848679	51	*	chr7	103848319	103848679	361	*	nr3c1	9	#7038A8	103848476	103848476	1	cg06042929
chr5	176797920	176797970	51	*	chr5	176797864	176798008	145	*	nr3c1	2	#7038A8	176797935	176797935	1	cg06060754
chr10	80983818	80983868	51	*	chr10	80983434	80984000	567	*	nr3c1	10	#7038A8	80983683	80983683	1	cg06073814
chr2	46567260	46567310	51	*	chr2	46567163	46567434	272	*	nr3c1	1	#7038A8	46567300	46567300	1	cg06087988
chr12	1780299	1780349	51	*	chr12	1780277	1780430	154	*	nr3c1	1	#7038A8	1780361	1780361	1	cg06089353
chr6	158744008	158744058	51	*	chr6	158743846	158744411	566	*	nr3c1	7	#7038A8	158744114	158744114	1	cg06096446
chr2	198669129	198669179	51	*	chr2	198668961	198669257	297	*	nr3c1	2	#7038A8	198669066	198669066	1	cg06098283
chr19	40562149	40562199	51	*	chr19	40561544	40562426	883	*	nr3c1	4	#7038A8	40561956	40561956	1	cg06120215
chr12	53301031	53301081	51	*	chr12	53300870	53301264	395	*	nr3c1	3	#7038A8	53301159	53301159	1	cg06168656
chr5	153825440	153825490	51	*	chr5	153825302	153825635	334	*	nr3c1	3	#7038A8	153825465	153825465	1	cg06171524
chr16	71757240	71757290	51	*	chr16	71756810	71757259	450	*	nr3c1	5	#7038A8	71757072	71757072	1	cg06190759
chr9	98079903	98079953	51	*	chr9	98079609	98080188	580	*	nr3c1	8	#7038A8	98079877	98079877	1	cg06202984
chr11	1475048	1475098	51	*	chr11	1474965	1475120	156	*	nr3c1	1	#7038A8	1475033	1475033	1	cg06231783
chr17	47755771	47755821	51	*	chr17	47755705	47755817	113	*	nr3c1	1	#7038A8	47755780	47755780	1	cg06291334
chr7	76956986	76957036	51	*	chr7	76956216	76957122	907	*	nr3c1	13	#7038A8	76956483	76956483	1	cg06305962
chr2	69064472	69064522	51	*	chr2	69064396	69064610	215	*	nr3c1	2	#7038A8	69064451	69064451	1	cg06321056
chr6	46458988	46459038	51	*	chr6	46458978	46459121	144	*	nr3c1	1	#7038A8	46459035	46459035	1	cg06335741
chr21	34620140	34620190	51	*	chr21	34619813	34620270	458	*	nr3c1	2	#7038A8	34620043	34620043	1	cg06339338
chr16	11836643	11836693	51	*	chr16	11836385	11837095	711	*	nr3c1	11	#7038A8	11836819	11836819	1	cg06340200
chr2	85664826	85664876	51	*	chr2	85664580	85665315	736	*	nr3c1	23	#7038A8	85664883	85664883	1	cg06358970
chr22	43547845	43547895	51	*	chr22	43547800	43547911	112	*	nr3c1	1	#7038A8	43547888	43547888	1	cg06372761
chr2	10588877	10588927	51	*	chr2	10588773	10589139	367	*	nr3c1	5	#7038A8	10588900	10588900	1	cg06408248
chr6	57037099	57037149	51	*	chr6	57036894	57037702	809	*	nr3c1	5	#7038A8	57037401	57037401	1	cg06435046
chr11	118972898	118972948	51	*	chr11	118972422	118973119	698	*	nr3c1	8	#7038A8	118972776	118972776	1	cg06552368
chr15	66125391	66125441	51	*	chr15	66124892	66125577	686	*	nr3c1	16	#7038A8	66125198	66125198	1	cg06559161
chr1	153599573	153599623	51	*	chr1	153599378	153600000	623	*	nr3c1	12	#7038A8	153599728	153599728	1	cg06562291
chr8	144880593	144880643	51	*	chr8	144880469	144880661	193	*	nr3c1	1	#7038A8	144880557	144880557	1	cg06575611
chr20	3869523	3869573	51	*	chr20	3869275	3870309	1035	*	nr3c1	12	#7038A8	3869677	3869677	1	cg06584619
chr8	101224915	101224965	51	*	chr8	101224799	101224972	174	*	nr3c1	2	#7038A8	101224916	101224916	1	cg06636551
chr13	30423882	30423932	51	*	chr13	30423895	30424035	141	*	nr3c1	2	#7038A8	30423947	30423947	1	cg06639835
chr21	40328773	40328823	51	*	chr21	40328711	40328834	124	*	nr3c1	1	#7038A8	40328738	40328738	1	cg06658697
chr17	35851459	35851509	51	*	chr17	35851462	35851565	104	*	nr3c1	1	#7038A8	35851485	35851485	1	cg06716730
chr14	56584485	56584535	51	*	chr14	56584512	56584640	129	*	nr3c1	1	#7038A8	56584529	56584529	1	cg06744740
chr2	148976109	148976159	51	*	chr2	148975971	148976192	222	*	nr3c1	1	#7038A8	148976125	148976125	1	cg06746096
chr6	122720676	122720726	51	*	chr6	122720487	122721365	879	*	nr3c1	5	#7038A8	122720819	122720819	1	cg06839777
chr15	52588020	52588070	51	*	chr15	52587699	52588359	661	*	nr3c1	4	#7038A8	52587982	52587982	1	cg06840283
chr2	129504117	129504167	51	*	chr2	129503999	129504554	556	*	nr3c1	7	#7038A8	129504214	129504214	1	cg06888826
chr3	58372856	58372906	51	*	chr3	58372704	58373160	457	*	nr3c1	4	#7038A8	58372912	58372912	1	cg06910290
chr2	85727279	85727329	51	*	chr2	85727269	85727522	254	*	nr3c1	1	#7038A8	85727428	85727428	1	cg06931065
chr16	4818988	4819038	51	*	chr16	4818555	4819159	605	*	nr3c1	8	#7038A8	4818790	4818790	1	cg06965925
chr4	17578674	17578724	51	*	chr4	17578579	17578759	181	*	nr3c1	2	#7038A8	17578665	17578665	1	cg07005078
chr1	59249834	59249884	51	*	chr1	59249884	59250109	226	*	nr3c1	5	#7038A8	59249971	59249971	1	cg07018071
chr11	77532174	77532224	51	*	chr11	77532163	77532296	134	*	nr3c1	1	#7038A8	77532223	77532223	1	cg07031665
chr15	76826531	76826581	51	*	chr15	76826377	76826660	284	*	nr3c1	2	#7038A8	76826527	76826527	1	cg07052083
chr15	76455848	76455898	51	*	chr15	76455800	76456032	233	*	nr3c1	6	#7038A8	76455911	76455911	1	cg07102368
chr11	69259247	69259297	51	*	chr11	69259278	69259364	87	*	nr3c1	1	#7038A8	69259325	69259325	1	cg07104417
chr20	15125595	15125645	51	*	chr20	15125593	15125905	313	*	nr3c1	1	#7038A8	15125744	15125744	1	cg07104639
chr12	52702318	52702368	51	*	chr12	52702023	52702536	514	*	nr3c1	2	#7038A8	52702344	52702344	1	cg07131157
chr14	35805898	35805948	51	*	chr14	35805619	35806244	626	*	nr3c1	12	#7038A8	35805936	35805936	1	cg07166546
chr8	101919373	101919423	51	*	chr8	101918884	101919415	532	*	nr3c1	10	#7038A8	101919178	101919178	1	cg07217150
chr15	77333203	77333253	51	*	chr15	77333147	77333354	208	*	nr3c1	2	#7038A8	77333255	77333255	1	cg07222815
chr11	69259336	69259386	51	*	chr11	69259278	69259364	87	*	nr3c1	1	#7038A8	69259325	69259325	1	cg07241660
chr10	11682351	11682401	51	*	chr10	11682356	11682645	290	*	nr3c1	2	#7038A8	11682506	11682506	1	cg07245057
chr15	75315724	75315774	51	*	chr15	75315675	75316240	566	*	nr3c1	14	#7038A8	75315931	75315931	1	cg07277387
chr10	15130635	15130685	51	*	chr10	15130420	15130950	531	*	nr3c1	3	#7038A8	15130598	15130598	1	cg07283081
chr3	5163890	5163940	51	*	chr3	5163783	5164202	420	*	nr3c1	11	#7038A8	5163931	5163931	1	cg07330908
chr14	77587986	77588036	51	*	chr14	77587759	77588079	321	*	nr3c1	3	#7038A8	77587913	77587913	1	cg07336045
chr10	86259688	86259738	51	*	chr10	86259658	86259763	106	*	nr3c1	1	#7038A8	86259707	86259707	1	cg07356745
chr12	7034825	7034875	51	*	chr12	7034637	7035359	723	*	nr3c1	12	#7038A8	7034970	7034970	1	cg07402683
chr2	119966333	119966383	51	*	chr2	119966169	119966832	664	*	nr3c1	8	#7038A8	119966455	119966455	1	cg07441191
chr5	153775466	153775516	51	*	chr5	153775478	153775604	127	*	nr3c1	1	#7038A8	153775559	153775559	1	cg07452312
chr12	99092857	99092907	51	*	chr12	99092606	99092878	273	*	nr3c1	3	#7038A8	99092742	99092742	1	cg07469467
chr18	53447596	53447646	51	*	chr18	53447566	53447686	121	*	nr3c1	1	#7038A8	53447626	53447626	1	cg07519816
chr2	154728210	154728260	51	*	chr2	154727838	154728404	567	*	nr3c1	5	#7038A8	154728162	154728162	1	cg07547000
chr7	151433873	151433923	51	*	chr7	151433319	151433899	581	*	nr3c1	9	#7038A8	151433619	151433619	1	cg07547279
chr10	95462365	95462415	51	*	chr10	95462173	95462571	399	*	nr3c1	14	#7038A8	95462414	95462414	1	cg07550278
chr7	156802325	156802375	51	*	chr7	156802000	156802439	440	*	nr3c1	2	#7038A8	156802259	156802259	1	cg07691705
chr3	187754372	187754422	51	*	chr3	187753977	187755146	1170	*	nr3c1	17	#7038A8	187754369	187754369	1	cg07718431
chr11	34460336	34460386	51	*	chr11	34460124	34460429	306	*	nr3c1	4	#7038A8	34460247	34460247	1	cg07768201
chr3	156782522	156782572	51	*	chr3	156782397	156782525	129	*	nr3c1	1	#7038A8	156782419	156782419	1	cg07778205
chr11	94442084	94442134	51	*	chr11	94441879	94442171	293	*	nr3c1	3	#7038A8	94442027	94442027	1	cg07900484
chr2	20297943	20297993	51	*	chr2	20297690	20297944	255	*	nr3c1	2	#7038A8	20297847	20297847	1	cg07929201
chr2	20297943	20297993	51	*	chr2	20297979	20298282	304	*	nr3c1	6	#7038A8	20298125	20298125	1	cg07929201
chr15	80696529	80696579	51	*	chr15	80696325	80697100	776	*	nr3c1	4	#7038A8	80696616	80696616	1	cg07935500
chr1	11858064	11858114	51	*	chr1	11857959	11858131	173	*	nr3c1	1	#7038A8	11858032	11858032	1	cg07980026
chr2	62568338	62568388	51	*	chr2	62568172	62568407	236	*	nr3c1	4	#7038A8	62568284	62568284	1	cg08043781
chr9	77703079	77703129	51	*	chr9	77702738	77703099	362	*	nr3c1	2	#7038A8	77702878	77702878	1	cg08080985
chr2	26235776	26235826	51	*	chr2	26234881	26235909	1029	*	nr3c1	22	#7038A8	26235436	26235436	1	cg08081864
chr4	68794552	68794602	51	*	chr4	68794340	68794744	405	*	nr3c1	7	#7038A8	68794501	68794501	1	cg08089030
chr3	12598413	12598463	51	*	chr3	12598260	12598959	700	*	nr3c1	11	#7038A8	12598517	12598517	1	cg08089851
chr16	69966975	69967025	51	*	chr16	69967016	69967198	183	*	nr3c1	1	#7038A8	69967087	69967087	1	cg08209934
chr19	47471056	47471106	51	*	chr19	47471026	47471420	395	*	nr3c1	7	#7038A8	47471225	47471225	1	cg08217381
chr3	52016828	52016878	51	*	chr3	52016502	52016912	411	*	nr3c1	4	#7038A8	52016693	52016693	1	cg08237922
chr18	46340667	46340717	51	*	chr18	46340479	46340771	293	*	nr3c1	1	#7038A8	46340699	46340699	1	cg08243356
chr4	15133343	15133393	51	*	chr4	15133257	15133558	302	*	nr3c1	5	#7038A8	15133414	15133414	1	cg08283315
chr12	95397587	95397637	51	*	chr12	95397319	95397706	388	*	nr3c1	12	#7038A8	95397513	95397513	1	cg08301597
chr16	80870890	80870940	51	*	chr16	80870835	80871341	507	*	nr3c1	9	#7038A8	80871052	80871052	1	cg08358991
chr8	131456549	131456599	51	*	chr8	131456236	131456602	367	*	nr3c1	3	#7038A8	131456396	131456396	1	cg08482392
chr2	3247878	3247928	51	*	chr2	3247765	3247943	179	*	nr3c1	1	#7038A8	3247840	3247840	1	cg08491711
chr5	54455701	54455751	51	*	chr5	54455618	54455746	129	*	nr3c1	1	#7038A8	54455691	54455691	1	cg08508814
chr1	209958162	209958212	51	*	chr1	209957770	209958310	541	*	nr3c1	10	#7038A8	209958019	209958019	1	cg08541772
chr20	36793705	36793755	51	*	chr20	36793678	36793913	236	*	nr3c1	2	#7038A8	36793845	36793845	1	cg08545268
chr8	103666201	103666251	51	*	chr8	103665809	103666504	696	*	nr3c1	12	#7038A8	103666157	103666157	1	cg08596637
chr11	113158946	113158996	51	*	chr11	113158709	113159652	944	*	nr3c1	8	#7038A8	113159111	113159111	1	cg08626830
chr11	128366822	128366872	51	*	chr11	128366683	128367607	925	*	nr3c1	17	#7038A8	128367073	128367073	1	cg08658350
chr20	62258579	62258629	51	*	chr20	62258439	62258801	363	*	nr3c1	3	#7038A8	62258625	62258625	1	cg08667096
chr10	80338775	80338825	51	*	chr10	80338475	80339204	730	*	nr3c1	8	#7038A8	80338817	80338817	1	cg08734066
chr1	91630998	91631048	51	*	chr1	91630916	91631063	148	*	nr3c1	1	#7038A8	91630966	91630966	1	cg08797024
chr22	49860548	49860598	51	*	chr22	49860378	49860802	425	*	nr3c1	3	#7038A8	49860621	49860621	1	cg08880347
chr4	113558046	113558096	51	*	chr4	113557882	113558811	930	*	nr3c1	14	#7038A8	113558347	113558347	1	cg08990112
chr9	108174687	108174737	51	*	chr9	108174677	108174883	207	*	nr3c1	2	#7038A8	108174804	108174804	1	cg09049060
chr1	59012457	59012507	51	*	chr1	59012278	59012701	424	*	nr3c1	6	#7038A8	59012502	59012502	1	cg09071690
chr8	11720363	11720413	51	*	chr8	11720070	11720506	437	*	nr3c1	11	#7038A8	11720236	11720236	1	cg09087222
chr2	136743225	136743275	51	*	chr2	136742465	136743401	937	*	nr3c1	14	#7038A8	136743028	136743028	1	cg09118740
chr2	239199034	239199084	51	*	chr2	239198772	239199185	414	*	nr3c1	11	#7038A8	239199014	239199014	1	cg09128059
chr1	213031561	213031611	51	*	chr1	213031354	213031770	417	*	nr3c1	5	#7038A8	213031577	213031577	1	cg09195319
chr14	95437786	95437836	51	*	chr14	95437725	95438074	350	*	nr3c1	2	#7038A8	95437873	95437873	1	cg09196251
chr9	92219947	92219997	51	*	chr9	92219884	92220074	191	*	nr3c1	2	#7038A8	92219976	92219976	1	cg09245589
chr6	6588846	6588896	51	*	chr6	6588450	6589782	1333	*	nr3c1	3	#7038A8	6589004	6589004	1	cg09249494
chr1	224301995	224302045	51	*	chr1	224301594	224302107	514	*	nr3c1	10	#7038A8	224301779	224301779	1	cg09318521
chr2	42068068	42068118	51	*	chr2	42067910	42068338	429	*	nr3c1	5	#7038A8	42068001	42068001	1	cg09320971
chr14	95623691	95623741	51	*	chr14	95623257	95624216	960	*	nr3c1	8	#7038A8	95623890	95623890	1	cg09320993
chr16	89167018	89167068	51	*	chr16	89166673	89167172	500	*	nr3c1	4	#7038A8	89166900	89166900	1	cg09427016
chr9	131790499	131790549	51	*	chr9	131790187	131790686	500	*	nr3c1	2	#7038A8	131790463	131790463	1	cg09431062
chr2	232538286	232538336	51	*	chr2	232538236	232538422	187	*	nr3c1	1	#7038A8	232538367	232538367	1	cg09552548
chr16	12895729	12895779	51	*	chr16	12895347	12895843	497	*	nr3c1	9	#7038A8	12895521	12895521	1	cg09569691
chr12	116946163	116946213	51	*	chr12	116946154	116946276	123	*	nr3c1	1	#7038A8	116946223	116946223	1	cg09627874
chr17	1588270	1588320	51	*	chr17	1587683	1588302	620	*	nr3c1	7	#7038A8	1588088	1588088	1	cg09673582
chr4	158900128	158900178	51	*	chr4	158900048	158900145	98	*	nr3c1	1	#7038A8	158900062	158900062	1	cg09717100
chr16	1440498	1440548	51	*	chr16	1440263	1440508	246	*	nr3c1	2	#7038A8	1440395	1440395	1	cg09717923
chr20	24129304	24129354	51	*	chr20	24128985	24129696	712	*	nr3c1	5	#7038A8	24129280	24129280	1	cg09732162
chr2	169832726	169832776	51	*	chr2	169832643	169833127	485	*	nr3c1	2	#7038A8	169832856	169832856	1	cg09733528
chr5	43000790	43000840	51	*	chr5	43000826	43000929	104	*	nr3c1	1	#7038A8	43000857	43000857	1	cg09743437
chr2	85568866	85568916	51	*	chr2	85568879	85569045	167	*	nr3c1	1	#7038A8	85568976	85568976	1	cg09825030
chr8	74658628	74658678	51	*	chr8	74658536	74658776	241	*	nr3c1	1	#7038A8	74658704	74658704	1	cg09853043
chr11	123328209	123328259	51	*	chr11	123328200	123328404	205	*	nr3c1	3	#7038A8	123328297	123328297	1	cg09942045
chr10	102672675	102672725	51	*	chr10	102672676	102673272	597	*	nr3c1	3	#7038A8	102672995	102672995	1	cg09962022
chr11	4415245	4415295	51	*	chr11	4415229	4415472	244	*	nr3c1	1	#7038A8	4415403	4415403	1	cg09983885
chr1	190445108	190445158	51	*	chr1	190444020	190445755	1736	*	nr3c1	3	#7038A8	190444945	190444945	1	cg10006933
chr11	74660260	74660310	51	*	chr11	74659961	74660373	413	*	nr3c1	5	#7038A8	74660212	74660212	1	cg10021803
chr7	73038859	73038909	51	*	chr7	73038773	73038876	104	*	nr3c1	1	#7038A8	73038795	73038795	1	cg10092878
chr2	16847988	16848038	51	*	chr2	16847843	16848122	280	*	nr3c1	1	#7038A8	16847982	16847982	1	cg10106284
chr2	23710904	23710954	51	*	chr2	23710676	23710980	305	*	nr3c1	2	#7038A8	23710789	23710789	1	cg10121094
chr20	44994449	44994499	51	*	chr20	44994212	44994623	412	*	nr3c1	4	#7038A8	44994421	44994421	1	cg10152715
chr17	46671293	46671343	51	*	chr17	46671269	46671568	300	*	nr3c1	5	#7038A8	46671397	46671397	1	cg10153335
chr1	225117431	225117481	51	*	chr1	225117168	225117800	633	*	nr3c1	6	#7038A8	225117423	225117423	1	cg10174867
chr3	64250689	64250739	51	*	chr3	64250035	64250850	816	*	nr3c1	4	#7038A8	64250569	64250569	1	cg10181396
chr1	45910779	45910829	51	*	chr1	45910575	45910802	228	*	nr3c1	1	#7038A8	45910734	45910734	1	cg10186336
chr7	75924270	75924320	51	*	chr7	75923415	75924295	881	*	nr3c1	20	#7038A8	75923823	75923823	1	cg10193107
chr2	32265051	32265101	51	*	chr2	32264651	32265186	536	*	nr3c1	9	#7038A8	32265020	32265020	1	cg10215570
chr7	149195257	149195307	51	*	chr7	149195159	149195278	120	*	nr3c1	2	#7038A8	149195223	149195223	1	cg10282384
chr3	169487235	169487285	51	*	chr3	169487162	169487511	350	*	nr3c1	2	#7038A8	169487309	169487309	1	cg10350352
chr8	18940415	18940465	51	*	chr8	18940225	18940450	226	*	nr3c1	1	#7038A8	18940348	18940348	1	cg10371464
chr21	43319594	43319644	51	*	chr21	43319626	43319765	140	*	nr3c1	1	#7038A8	43319687	43319687	1	cg10391129
chr3	132441084	132441134	51	*	chr3	132440823	132441362	540	*	nr3c1	5	#7038A8	132441147	132441147	1	cg10414269
chr15	62457529	62457579	51	*	chr15	62457434	62457691	258	*	nr3c1	2	#7038A8	62457574	62457574	1	cg10426464
chr8	95835349	95835399	51	*	chr8	95835374	95835680	307	*	nr3c1	2	#7038A8	95835554	95835554	1	cg10472151
chr11	118507444	118507494	51	*	chr11	118507372	118507465	94	*	nr3c1	1	#7038A8	118507420	118507420	1	cg10643017
chr15	100026735	100026785	51	*	chr15	100026571	100027015	445	*	nr3c1	4	#7038A8	100026805	100026805	1	cg10662643
chr9	4760014	4760064	51	*	chr9	4759964	4760082	119	*	nr3c1	1	#7038A8	4760037	4760037	1	cg10676501
chr7	56119218	56119268	51	*	chr7	56118970	56120020	1051	*	nr3c1	16	#7038A8	56119407	56119407	1	cg10749792
chr11	71814220	71814270	51	*	chr11	71814013	71814687	675	*	nr3c1	14	#7038A8	71814455	71814455	1	cg10805667
chr4	720809	720859	51	*	chr4	720690	720812	123	*	nr3c1	1	#7038A8	720738	720738	1	cg10864200
chr6	39891273	39891323	51	*	chr6	39891251	39891497	247	*	nr3c1	1	#7038A8	39891403	39891403	1	cg10871120
chr5	179554111	179554161	51	*	chr5	179554048	179554484	437	*	nr3c1	2	#7038A8	179554221	179554221	1	cg10899547
chr6	88182879	88182929	51	*	chr6	88182282	88183114	833	*	nr3c1	6	#7038A8	88182594	88182594	1	cg10919329
chr4	113739291	113739341	51	*	chr4	113739183	113739311	129	*	nr3c1	2	#7038A8	113739251	113739251	1	cg10945313
chr6	113768503	113768553	51	*	chr6	113768356	113768674	319	*	nr3c1	2	#7038A8	113768512	113768512	1	cg11070989
chr14	88462554	88462604	51	*	chr14	88462488	88462595	108	*	nr3c1	1	#7038A8	88462559	88462559	1	cg11071202
chr1	198101569	198101619	51	*	chr1	198101484	198101690	207	*	nr3c1	1	#7038A8	198101628	198101628	1	cg11081255
chr3	114865473	114865523	51	*	chr3	114865453	114865748	296	*	nr3c1	3	#7038A8	114865545	114865545	1	cg11130461
chr7	87848242	87848292	51	*	chr7	87848243	87848342	100	*	nr3c1	1	#7038A8	87848286	87848286	1	cg11154552
chr14	59874096	59874146	51	*	chr14	59873996	59874248	253	*	nr3c1	2	#7038A8	59874103	59874103	1	cg11247712
chr2	232573146	232573196	51	*	chr2	232572492	232573330	839	*	nr3c1	8	#7038A8	232572952	232572952	1	cg11284414
chr21	38630234	38630284	51	*	chr21	38630091	38630659	569	*	nr3c1	3	#7038A8	38630405	38630405	1	cg11287055
chr20	39765785	39765835	51	*	chr20	39765434	39766024	591	*	nr3c1	3	#7038A8	39765686	39765686	1	cg11356791
chr2	158046818	158046868	51	*	chr2	158046723	158047037	315	*	nr3c1	2	#7038A8	158046828	158046828	1	cg11430807
chr7	38357047	38357097	51	*	chr7	38357059	38357210	152	*	nr3c1	1	#7038A8	38357140	38357140	1	cg11467506
chr5	158526729	158526779	51	*	chr5	158526758	158526905	148	*	nr3c1	1	#7038A8	158526800	158526800	1	cg11503011
chr12	25242946	25242996	51	*	chr12	25242657	25243009	353	*	nr3c1	1	#7038A8	25242925	25242925	1	cg11595855
chr1	153599772	153599822	51	*	chr1	153599378	153600000	623	*	nr3c1	12	#7038A8	153599728	153599728	1	cg11596404
chr17	29982235	29982285	51	*	chr17	29981847	29982248	402	*	nr3c1	5	#7038A8	29982008	29982008	1	cg11602997
chr10	33260748	33260798	51	*	chr10	33260468	33260933	466	*	nr3c1	3	#7038A8	33260689	33260689	1	cg11688410
chr7	77069112	77069162	51	*	chr7	77068939	77069193	255	*	nr3c1	3	#7038A8	77069089	77069089	1	cg11757137
chr18	21269246	21269296	51	*	chr18	21269164	21269270	107	*	nr3c1	1	#7038A8	21269230	21269230	1	cg11791843
chr20	25218719	25218769	51	*	chr20	25218229	25218956	728	*	nr3c1	22	#7038A8	25218588	25218588	1	cg11793257
chr12	131520057	131520107	51	*	chr12	131519638	131520224	587	*	nr3c1	5	#7038A8	131519843	131519843	1	cg11821532
chr11	7041752	7041802	51	*	chr11	7041645	7042033	389	*	nr3c1	3	#7038A8	7041864	7041864	1	cg11838299
chr1	43814764	43814814	51	*	chr1	43814787	43815387	601	*	nr3c1	4	#7038A8	43815122	43815122	1	cg11839415
chr6	88032210	88032260	51	*	chr6	88032112	88032640	529	*	nr3c1	7	#7038A8	88032303	88032303	1	cg11850638
chr12	122356394	122356444	51	*	chr12	122356260	122356540	281	*	nr3c1	2	#7038A8	122356421	122356421	1	cg11867697
chr21	30715207	30715257	51	*	chr21	30714915	30715279	365	*	nr3c1	2	#7038A8	30715154	30715154	1	cg11885415
chr22	34317024	34317074	51	*	chr22	34316939	34317058	120	*	nr3c1	2	#7038A8	34316988	34316988	1	cg11945717
chr20	33680799	33680849	51	*	chr20	33680459	33681057	599	*	nr3c1	11	#7038A8	33680738	33680738	1	cg11962201
chr15	51520739	51520789	51	*	chr15	51520734	51520948	215	*	nr3c1	4	#7038A8	51520847	51520847	1	cg12009872
chr22	23487588	23487638	51	*	chr22	23487581	23487830	250	*	nr3c1	1	#7038A8	23487664	23487664	1	cg12010784
chr15	99499719	99499769	51	*	chr15	99499748	99500000	253	*	nr3c1	1	#7038A8	99499839	99499839	1	cg12012500
chr22	22555873	22555923	51	*	chr22	22555673	22556004	332	*	nr3c1	2	#7038A8	22555860	22555860	1	cg12071423
chr8	16885000	16885050	51	*	chr8	16884988	16885435	448	*	nr3c1	4	#7038A8	16885231	16885231	1	cg12097222
chr20	61590751	61590801	51	*	chr20	61590649	61590830	182	*	nr3c1	1	#7038A8	61590756	61590756	1	cg12099423
chr10	14687422	14687472	51	*	chr10	14687274	14687644	371	*	nr3c1	1	#7038A8	14687399	14687399	1	cg12111679
chr11	87184342	87184392	51	*	chr11	87184304	87184738	435	*	nr3c1	4	#7038A8	87184461	87184461	1	cg12169424
chr11	74659799	74659849	51	*	chr11	74659785	74659904	120	*	nr3c1	1	#7038A8	74659794	74659794	1	cg12175146
chr11	64684825	64684875	51	*	chr11	64684372	64684850	479	*	nr3c1	3	#7038A8	64684612	64684612	1	cg12201927
chr5	106810348	106810398	51	*	chr5	106810310	106810870	561	*	nr3c1	5	#7038A8	106810451	106810451	1	cg12262159
chr13	113296192	113296242	51	*	chr13	113296223	113296452	230	*	nr3c1	1	#7038A8	113296326	113296326	1	cg12351768
chr10	99478572	99478622	51	*	chr10	99478443	99478875	433	*	nr3c1	9	#7038A8	99478636	99478636	1	cg12409149
chr6	97345915	97345965	51	*	chr6	97345664	97346073	410	*	nr3c1	8	#7038A8	97345851	97345851	1	cg12482260
chr6	6393241	6393291	51	*	chr6	6393090	6393241	152	*	nr3c1	1	#7038A8	6393151	6393151	1	cg12507622
chr3	195809075	195809125	51	*	chr3	195808664	195809394	731	*	nr3c1	12	#7038A8	195809019	195809019	1	cg12564231
chr6	6008937	6008987	51	*	chr6	6008878	6009015	138	*	nr3c1	1	#7038A8	6008975	6008975	1	cg12595585
chr10	116444240	116444290	51	*	chr10	116444216	116444583	368	*	nr3c1	6	#7038A8	116444437	116444437	1	cg12614090
chr15	70473391	70473441	51	*	chr15	70473368	70473543	176	*	nr3c1	2	#7038A8	70473449	70473449	1	cg12623445
chr2	168151012	168151062	51	*	chr2	168150958	168151089	132	*	nr3c1	1	#7038A8	168151015	168151015	1	cg12635454
chr19	17652391	17652441	51	*	chr19	17652319	17652392	74	*	nr3c1	1	#7038A8	17652377	17652377	1	cg12644034
chr21	43099292	43099342	51	*	chr21	43099096	43099414	319	*	nr3c1	4	#7038A8	43099255	43099255	1	cg12656497
chr3	197463876	197463926	51	*	chr3	197463521	197464142	622	*	nr3c1	4	#7038A8	197463798	197463798	1	cg12659159
chr20	8737895	8737945	51	*	chr20	8737923	8738194	272	*	nr3c1	4	#7038A8	8738097	8738097	1	cg12696295
chr18	47216848	47216898	51	*	chr18	47216757	47216986	230	*	nr3c1	3	#7038A8	47216856	47216856	1	cg12702760
chr10	125823992	125824042	51	*	chr10	125823933	125824047	115	*	nr3c1	1	#7038A8	125823964	125823964	1	cg12735100
chr1	110577114	110577164	51	*	chr1	110576905	110577476	572	*	nr3c1	13	#7038A8	110577157	110577157	1	cg12788941
chr2	86178864	86178914	51	*	chr2	86178849	86179060	212	*	nr3c1	1	#7038A8	86178954	86178954	1	cg12808797
chr8	41365682	41365732	51	*	chr8	41365302	41365697	396	*	nr3c1	2	#7038A8	41365470	41365470	1	cg12872409
chr12	6862401	6862451	51	*	chr12	6861922	6863168	1247	*	nr3c1	13	#7038A8	6862658	6862658	1	cg12878555
chr10	3373117	3373167	51	*	chr10	3372960	3373139	180	*	nr3c1	1	#7038A8	3373038	3373038	1	cg12890133
chr7	43821949	43821999	51	*	chr7	43821935	43822263	329	*	nr3c1	3	#7038A8	43822096	43822096	1	cg12894711
