Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
Immunologic_signatures	GSE4590_LARGE_PRE_BCELL_VS_VPREB_POS_LARGE_PRE_BCELL_UP	109	20	4.784294630642716e-05	0.011849543638676257	PIK3CD:E2F2:PPT1:TGFBR3:S100A11:RGS18:CHD9:CRLF3:ZEB2:DSTN:ALPK1:MSMO1:ANKS1A:CDKN1A:NCOA7:SNX10:TACC1:TMEM71:DOCK8:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE4590_LARGE_PRE_BCELL_VS_VPREB_POS_LARGE_PRE_BCELL_UP
Immunologic_signatures	GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_2H_DN	127	22	5.090849881995905e-05	0.011849543638676257	S100A11:SH2D1B:ARHGDIB:LRMP:KLF12:SNX29:SBK1:CHD9:NFAT5:CRLF3:DCXR:TGIF1:GMIP:WIPF1:PCIF1:BID:NIPSNAP1:TBC1D14:HOPX:RP9:GALNT11:PAG1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_2H_DN
Immunologic_signatures	GSE40274_XBP1_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	136	23	5.107561913222524e-05	0.011849543638676257	NIPAL3:SLAMF6:SELL:HERC4:RNH1:CDK2AP2:ARHGAP9:ATP2B1:SELPLG:PARP4:MTMR6:CHD9:CRLF3:GNA15:TRIB2:ARHGAP15:NCOA3:TBC1D14:HOPX:GLRX:IRF1:RRM2B:SLA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE40274_XBP1_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP
Immunologic_signatures	GSE22432_PDC_VS_TGFB1_TREATEDCOMMON_DC_PROGENITOR_DN	136	23	5.107561913222524e-05	0.011849543638676257	PIK3CD:E2F2:ITPKB:LYST:ITIH5:IRF7:TRIM21:TBC1D10C:CDK2AP2:CTDSP2:OAS2:NHLRC3:SNX29:YPEL2:GNA15:SLC44A2:ARHGAP25:ARHGAP15:UCKL1:CYP4V2:CD36:TP53INP1:RRM2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE22432_PDC_VS_TGFB1_TREATEDCOMMON_DC_PROGENITOR_DN
Immunologic_signatures	GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN	174	27	5.625944499191843e-05	0.012196978224997922	CLIC4:CSF3R:CREG1:CHST15:ARHGEF40:IGSF6:ADAP2:TIMP2:BLVRB:FTL:CD93:CST3:BID:PISD:CSF2RB:PLXNB2:CCR1:VCAN:LST1:HLA-DMA:SNX10:TNS3:LAT2:CD36:CTSB:ASAH1:KLF4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN
Immunologic_signatures	GSE14699_DELETIONAL_TOLERANCE_VS_ACTIVATED_CD8_TCELL_UP	128	22	5.758015171899676e-05	0.012196978224997922	S100A11:S100A13:ATF6:PFKP:SWAP70:STARD10:RAP1B:RAB8B:ITGAL:ORC6:MXD1:ZEB2:DSTN:MCM5:PACSIN2:CRELD2:HOPX:SEPT11:F2R:GLRX:SNX10:SLA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE14699_DELETIONAL_TOLERANCE_VS_ACTIVATED_CD8_TCELL_UP
Immunologic_signatures	GSE22886_DC_VS_MONOCYTE_DN	175	27	6.229089533122356e-05	0.012552602535528949	PIK3CD:CSF3R:SELL:RGS2:LYST:KLF6:CHST15:IRF7:NFE2:KLF13:ITGAL:CRLF3:SLC9A3R1:LILRA3:CD93:KCNJ15:MTMR3:PISD:VCAN:IRF1:GPSM3:VNN2:HEBP2:LAT2:AGTPBP1:KLF4:NUP214	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE22886_DC_VS_MONOCYTE_DN
Immunologic_signatures	GSE3982_MAC_VS_NEUTROPHIL_DN	120	21	6.441195882352704e-05	0.012552602535528949	PPT1:RASSF7:PLBD1:CALCOCO1:CTDSP2:APAF1:UHRF1BP1L:ARID4A:ISG20:SEC14L1:ANKRD12:ARHGEF18:MYO9B:ARHGAP25:IFNAR2:AP000295.9:PISD:ARPC4:SERP1:E2F3:GNAQ:AGTPBP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE3982_MAC_VS_NEUTROPHIL_DN
Immunologic_signatures	GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN	168	26	8.05505486844838e-05	0.013878710885470425	PIK3CD:RUNX3:LAPTM5:S100A11:LAMTOR2:POU2F1:ANKRD13D:GSTP1:ARAP1:CTDSP2:NCOR2:KLF13:PLEKHO2:VPS35:CXCL16:TIMP2:NFIC:JUND:SMARCAL1:CENPB:CECR6:PLXNB2:CCR2:PFKFB4:BRI3:TACC1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN
Immunologic_signatures	GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_DN	113	20	8.126724229766694e-05	0.013878710885470425	CSF3R:SH2D1B:POU2F1:KLF6:IRF7:TRIM21:PTMS:APAF1:BCL11B:SSTR2:SMARCAL1:PLCL2:CYP4V2:F2R:LY86:FAM46A:FBXO5:SNX10:VPS41:TRAM1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_DN
Immunologic_signatures	GSE34392_ST2_KO_VS_WT_DAY8_LCMV_EFFECTOR_CD8_TCELL_UP	140	23	8.126765255166523e-05	0.013878710885470425	PPT1:SH2D1B:PAOX:TBC1D10C:ARHGAP9:CTDSP2:IKBIP:PDPK1:PDPK2:YPEL2:ARHGEF18:PRAM1:SLC44A2:HPCAL1:LPIN1:NCOA1:CYP27A1:INPP5D:NCOA3:PCMTD2:NRIP1:CNOT8:FBXO5:TP53INP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE34392_ST2_KO_VS_WT_DAY8_LCMV_EFFECTOR_CD8_TCELL_UP
Immunologic_signatures	GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_24H_DN	122	21	8.261137431827634e-05	0.013878710885470425	LAPTM5:ATF6:UCP2:NFAT5:GNA15:CEACAM3:LILRA3:MXD1:ADA:BTG3:KCNJ15:CSF2RB:ATP2C1:VCAN:GNA12:TNS3:LAT2:CDK14:CTSB:AZIN1:ST3GAL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_24H_DN
Immunologic_signatures	GSE19923_WT_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN	142	23	0.00010165350837194054	0.01602338787150218	MKNK1:ITPKB:LYST:KLF6:PRKCH:ARID3B:NDEL1:TGIF1:SERTAD1:MAT2A:CCR1:MED10:F2R:IRF1:ITK:MAK:HLA-DMA:FAM46A:SGK1:DNAJB9:SLA:ZFAND5:ZCCHC6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE19923_WT_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN
Immunologic_signatures	GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_DN	124	21	0.00010524392690641825	0.01602338787150218	TNFRSF4:RFX5:LYST:CFL1:LRMP:NFE2:STX2:MTMR6:FHOD1:GPX4:PRAM1:NFIX:RASGRP3:FOXN2:SLC20A1:CYP27A1:PYGB:ITGB2:MCM5:ST13:PLXNB2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_DN
Immunologic_signatures	GSE3982_DC_VS_TH1_UP	124	21	0.00010524392690641825	0.01602338787150218	FGR:CTSS:RGS2:TTC13:ARHGEF40:ADPGK:IGSF6:ADAP2:CCDC106:HPCAL1:TGFA:MKKS:IFNAR2:AP000295.9:CSTB:PLXNB2:FAM46A:VPS41:CD36:TRAM1:TRAPPC9:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE3982_DC_VS_TH1_UP
Immunologic_signatures	GSE31082_DN_VS_DP_THYMOCYTE_DN	143	23	0.00011346082652466487	0.01649505810631801	TMEM50A:S100A13:SIPA1L2:CAMK1D:ANXA7:TM9SF3:CFL1:ANKRD13D:ARHGDIB:CTDSP2:SECISBP2L:E4F1:SBK1:TAOK2:NFAT5:TNRC6C:RASAL3:PREX1:TSPO:SENP6:SGK1:TRAM1:TP53INP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE31082_DN_VS_DP_THYMOCYTE_DN
Immunologic_signatures	GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_DN	134	22	0.00011667974086178072	0.01649505810631801	NIPAL3:CASP4:DIP2B:TGDS:PLEKHG3:FOXN3:RAB8B:FES:ASGR1:CRLF3:MBP:JUND:DPY30:DGKD:NCOA3:IFNAR2:AP000295.9:ADARB1:HOPX:MSMO1:LST1:PSMB9:PAG1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_DN
Immunologic_signatures	GSE6259_33D1_POS_VS_DEC205_POS_FLT3L_INDUCED_SPLENIC_DC_DN	125	21	0.00011849898064883627	0.01649505810631801	ATF6:PRCP:CLEC4C:CALCOCO1:ARHGAP9:ATP2B1:NCOR2:PRKCH:SLC43A2:ADAP2:MDH1:ARHGAP25:INPP5D:CD93:PYGB:NIPSNAP1:PLXNB2:MSMO1:ADAP1:LAT2:TP53INP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE6259_33D1_POS_VS_DEC205_POS_FLT3L_INDUCED_SPLENIC_DC_DN
Immunologic_signatures	GSE6269_HEALTHY_VS_STAPH_PNEUMO_INF_PBMC_DN	135	22	0.00013057440938354662	0.017671070069906644	CDA:CSF3R:PPT1:CTSS:QSOX1:ZMIZ1:NINJ2:PLBD1:ITGA2B:TIMP2:BLVRB:BCL3:FCAR:CTB-61M7.2:DYSF:CD93:CSF2RB:TSPO:VCAN:CD36:SLC25A37:GNAQ:KLF4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE6269_HEALTHY_VS_STAPH_PNEUMO_INF_PBMC_DN
Immunologic_signatures	GSE3982_NEUTROPHIL_VS_TH2_UP	136	22	0.00014591628118678697	0.018766881671857093	EFHD2:PADI4:LAPTM5:S100A11:POU2F1:NCAM1:APAF1:ARPC3:FOXN3:ARID3B:MMP25:MYO9B:GMIP:RBCK1:IFNAR2:AP000295.9:PISD:PACSIN2:SERP1:E2F3:HIST1H2BD:GNAQ:KLF4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE3982_NEUTROPHIL_VS_TH2_UP
Immunologic_signatures	GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN	127	21	0.00014951673076768905	0.018766881671857093	CLIC4:CREG1:QSOX1:CHST15:PLEKHO2:IGSF6:SLC43A2:CXCL16:BLVRB:FTL:FCAR:CTB-61M7.2:CD93:CSF2RB:LGALS2:PLXNB2:CCR1:VCAN:TNS3:BRI3:ASAH1:SLC25A37	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN
Immunologic_signatures	GSE9037_WT_VS_IRAK4_KO_BMDM_UP	109	19	0.00015022750106782158	0.018766881671857093	UTP11L:CREG1:LYST:KLF6:ANXA7:IKBIP:PWP1:SSH1:RALGAPA1:ABI3:SLC9A3R1:NFIX:MAT2A:PCMTD2:NRIP1:F2R:TBPL1:SNX10:DNAJB6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE9037_WT_VS_IRAK4_KO_BMDM_UP
Immunologic_signatures	GSE24292_WT_VS_PPARG_KO_MACROPHAGE_DN	138	22	0.00018146131496417811	0.022101988162636893	POGK:TRIM21:SWAP70:RALGAPA1:ISG20:NME3:SNX29:GLG1:GLOD4:CRLF3:KCTD2:ARHGAP15:CYP27A1:CST3:OGFR:SERPINB6:LY86:TBPL1:GNA12:SLA:ZFAND5:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE24292_WT_VS_PPARG_KO_MACROPHAGE_DN
Immunologic_signatures	GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP	177	26	0.00019330229045399716	0.02296996973394815	PIK3CD:CDA:CSF3R:RFX5:SELL:RGS2:PHF21A:NINJ2:PLBD1:LRMP:FES:NME3:PIEZO1:CBFA2T3:ASGR2:ASGR1:ARHGAP25:INPP5D:CST3:MTMR3:PLCL2:CCR2:LY86:FAM46A:CD36:AGTPBP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP
Immunologic_signatures	GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN	149	23	0.0002135195242399937	0.024300111339766794	CDA:CLIC4:S100A13:CREG1:LIPA:PTPRE:PRCP:PLBD1:LYZ:FES:HAGH:HMG20B:BLVRB:FTL:DYSF:ZEB2:PYGB:ITGB2:TSPO:CCR1:HLA-DMA:TNS3:TLE4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN
Immunologic_signatures	GSE17721_LPS_VS_PAM3CSK4_8H_BMDC_UP	121	20	0.00021478686774563328	0.024300111339766794	RGS2:PFKP:KLF6:SWAP70:STX2:RAB8B:ASGR2:SLC44A2:MXD1:STAT4:DOPEY2:TSPO:CCR1:RGS14:ANKS1A:SNX10:CDK14:ST3GAL1:GLIPR2:TLE4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE17721_LPS_VS_PAM3CSK4_8H_BMDC_UP
Immunologic_signatures	GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_DN	140	22	0.00022444684119242732	0.024300111339766794	CSF3R:PPT1:CREG1:SRGN:PLBD1:LYZ:ASGR2:TIMP2:GNA15:PLD3:BLVRB:MXD1:DYSF:CD93:TKT:VCAN:CDKN1A:VNN2:FSCN1:CD36:CTSB:ZFAND5	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_DN
Immunologic_signatures	GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_UP	140	22	0.00022444684119242732	0.024300111339766794	TNFRSF4:CLIC4:SLC25A44:IRF7:TRIM21:CASP4:FNDC3A:PNP:ISG20:FES:N4BP1:TGIF1:RFX2:RBCK1:OGFR:VCAN:IRF1:SERPINB6:PSMB9:TBPL1:ZCCHC6:KLF4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_UP
Immunologic_signatures	GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN	180	26	0.000254250216078884	0.026928414189920057	EFHD2:CSF3R:S100A11:CREG1:QSOX1:ZMIZ1:PTPRE:ARHGEF40:IGSF6:FHOD1:ASGR1:ADAP2:GNA15:BLVRB:FTL:CD93:CST3:TSPO:PLXNB2:SCO2:VCAN:LST1:CD36:CTSB:GNAQ:KLF4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN
Immunologic_signatures	GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP	181	26	0.00027805203046216853	0.028822755157695425	EFHD2:FGR:CSF3R:CTSS:CREG1:LYST:PLBD1:ARHGEF40:SEC11A:IGSF6:ASGR2:ADAP2:TGIF1:BLVRB:FTL:CD93:ITGB2:PPM1F:TKT:SERPINB6:LST1:VNN2:SGK1:LAT2:ASAH1:NUP214	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP
Immunologic_signatures	KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_DN	143	22	0.0003057453470587074	0.0310331527264588	EFHD2:LYPLA2:FGR:LAPTM5:S100A11:S100A13:ATF6:SRGN:STARD10:CASP4:CARHSP1:ITGAL:LPIN1:DSTN:CCR2:CLDND1:HOPX:F2R:GLRX:CCND3:SNX10:SLA	http://www.gsea-msigdb.org/gsea/msigdb/cards/KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_DN
Immunologic_signatures	GSE29618_PDC_VS_MDC_DN	174	25	0.0003611412362011142	0.03590775719942507	EFHD2:FGR:PPT1:YBX1:CREG1:RNH1:GSTP1:PLBD1:ARHGDIB:ATP2B1:APAF1:SEC11A:BLVRB:CD93:CST3:CSTB:ITGB2:LGALS2:SCO2:TKT:SERPINB6:LY86:LST1:SGK1:LAT2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE29618_PDC_VS_MDC_DN
Immunologic_signatures	GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_DN	145	22	0.00037335919482393365	0.036380119943644096	S100A13:ATF6:STARD10:CASP4:PLBD1:SOS2:ECI1:N4BP1:LPIN1:DSTN:CST7:CCR2:CLDND1:CYP4V2:MED10:F2R:GLRX:SERPINB6:CCND3:SNX10:ASAH1:OSTF1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_DN
Immunologic_signatures	GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP	136	21	0.0003956745025440217	0.03779855247832301	CLIC4:CREG1:CHST15:PTPRE:PLEKHO2:IGSF6:CXCL16:FTL:FCAR:CTB-61M7.2:CYP27A1:CD93:CSF2RB:LGALS2:PLXNB2:CCR1:VCAN:TNS3:LAT2:BRI3:ASAH1:SLC25A37	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP
Immunologic_signatures	GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP	146	22	0.00041182818045887336	0.038137857705084245	CDA:FGR:SLC25A44:CREG1:ZMIZ1:CHST15:PTPRE:SWAP70:SELPLG:ARHGEF40:MMP25:SEC14L1:MBP:HMG20B:PPM1F:PACSIN2:TYMP:TKT:ASAH1:TACC1:SLA:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP
Immunologic_signatures	GSE19825_CD24LOW_VS_IL2RA_HIGH_DAY3_EFF_CD8_TCELL_UP	127	20	0.00041572514394097793	0.038137857705084245	NIPAL3:CD247:RGS2:PHF21A:CASP4:SSH1:CHFR:PRKCH:KLF13:ISG20:DCXR:TNFSF14:GMIP:IAH1:ACSS1:PCMTD2:NRIP1:PLCL2:F2R:LY86	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE19825_CD24LOW_VS_IL2RA_HIGH_DAY3_EFF_CD8_TCELL_UP
Immunologic_signatures	GSE11057_PBMC_VS_MEM_CD4_TCELL_UP	156	23	0.00042271024549970224	0.038137857705084245	PADI4:CSF3R:CTSS:LYST:SRGN:SWAP70:NFE2:FES:IGSF6:LPCAT2:ASGR2:ASGR1:ITGA2B:KIR2DL3:MXD1:DYSF:ZEB2:CYP27A1:CECR6:LGALS2:PLXNB2:CCR1:ASAH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE11057_PBMC_VS_MEM_CD4_TCELL_UP
Immunologic_signatures	GSE29618_MONOCYTE_VS_PDC_UP	176	25	0.0004308030612164478	0.03816131844084607	EFHD2:FGR:CTSS:S100A11:CREG1:LYST:PLBD1:ARHGDIB:ARHGEF40:SEC14L1:TIMP2:BLVRB:FTL:CD93:ITGB2:TSPO:TKT:LY86:LST1:FAM46A:LAT2:ASAH1:SLA:TLE4:NUP214	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE29618_MONOCYTE_VS_PDC_UP
Immunologic_signatures	GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_24H_DN	147	22	0.00045371838632874036	0.03946162606178114	HIST2H2BE:RGS2:SWAP70:PITPNM1:UCP2:PRCP:NCAPD2:CALCOCO1:CTDSP2:PLEKHO2:ECI1:SLC9A3R1:JUND:CPNE1:NRIP1:DOPEY2:TKT:HIST1H2BD:HIST1H2BE:CDK14:ANKRD46:PABPC1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_24H_DN
Immunologic_signatures	GSE17721_POLYIC_VS_CPG_12H_BMDC_UP	128	20	0.0004616815856981784	0.03946162606178114	PIK3CD:LAPTM5:RFX5:S100A11:KLF6:RNH1:CASP4:MLF2:CCDC92:NCOA1:STAT4:RBCK1:NCOA3:RAB22A:TPRA1:IRF1:LAT2:BRI3:PAG1:GLIPR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_CPG_12H_BMDC_UP
Immunologic_signatures	GSE3982_DC_VS_BASOPHIL_UP	119	19	0.00048207733171319795	0.04049449586390863	PHACTR4:QSOX1:ITPKB:ADO:CCDC92:ORC6:GLG1:SGSH:MATK:ILVBL:RRAS:HPCAL1:DYSF:SLC20A1:TNS1:GLB1:ADAP1:VPS41:CD36	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE3982_DC_VS_BASOPHIL_UP
Immunologic_signatures	GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_DN	148	22	0.0004992815999852396	0.04122881279878114	CTSS:CREG1:RGS2:ZMIZ1:FAM111A:PRCP:NCAM1:PLBD1:ARHGAP9:CTDSP2:LYZ:PARP4:GLG1:TIMP2:GPX4:PLD3:WIPF1:ITGB2:IQSEC1:CTSB:ASAH1:RRM2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_DN
Immunologic_signatures	GSE30971_WBP7_HET_VS_KO_MACROPHAGE_2H_LPS_STIM_UP	120	19	0.0005367681504532143	0.043585573816801	PADI4:LAPTM5:PPT1:HIST2H2BE:ADO:LIPA:LSP1:PRCP:LSP1:LPCAT2:HMG20B:TNFSF14:HPCAL1:MPV17:BIN1:DOCK10:ITGB2:PFKFB4:LST1:CD36	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE30971_WBP7_HET_VS_KO_MACROPHAGE_2H_LPS_STIM_UP
Immunologic_signatures	GSE37416_0H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP	149	22	0.0005487836918463438	0.04383072371598995	PADI4:S100A11:KLF6:CAMK1D:CFL1:UCP2:PRCP:ARHGAP9:APAF1:SOS2:KLF13:FES:LPCAT2:XRN2:CST7:PPM1F:CSF2RB:TSPO:PARVG:TBC1D14:LST1:TRERF1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE37416_0H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP
Immunologic_signatures	GSE30962_ACUTE_VS_CHRONIC_LCMV_PRIMARY_INF_CD8_TCELL_UP	140	21	0.0005886372910059378	0.045521283837792526	PHF21A:RAP1B:SELPLG:BCL11B:SBK1:SLC9A3R1:KCTD2:RASAL3:RRAS:ARHGAP25:SLC20A1:ZEB2:ACSS1:UCKL1:PCMTD2:IFNAR2:AP000295.9:ITGB2:CCR2:HOPX:SGK1:TP53INP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE30962_ACUTE_VS_CHRONIC_LCMV_PRIMARY_INF_CD8_TCELL_UP
Immunologic_signatures	GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_NK_CELL_DN	140	21	0.0005886372910059378	0.045521283837792526	HIST2H2BE:RFX5:HERC4:ZMIZ1:CHST15:PTPRE:OAS2:SECISBP2L:ADA:NRIP1:MTMR3:PLXNB2:TKT:GUCY1A3:FAM134B:SERPINB6:HIST1H2BD:HIST1H3H:LST1:SENP6:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_NK_CELL_DN
Immunologic_signatures	GSE36891_POLYIC_TLR3_VS_PAM_TLR2_STIM_PERITONEAL_MACROPHAGE_DN	112	18	0.0006213944725453485	0.04730365422251465	UTP11L:S100A11:TMEM126B:CLEC4C:YARS2:MLKL:SAT2:NOL11:TNFSF14:DPY30:MRPL35:FAM126B:CST7:CSF2RB:GLB1:GTPBP8:CLOCK:ECHDC1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE36891_POLYIC_TLR3_VS_PAM_TLR2_STIM_PERITONEAL_MACROPHAGE_DN
Immunologic_signatures	GSE26030_UNSTIM_VS_RESTIM_TH1_DAY15_POST_POLARIZATION_UP	141	21	0.000648051694520046	0.047460631020182865	SH2D1B:ARAP1:ZBTB16:ITGAL:LPCAT2:NFAT5:PIEZO1:SLC44A2:RRAS:CST3:ACSS1:UCKL1:RCAN1:CECR6:MCM5:FAM134B:SERPINB6:IFRD1:RRM2B:AZIN1:KLF4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE26030_UNSTIM_VS_RESTIM_TH1_DAY15_POST_POLARIZATION_UP
Immunologic_signatures	GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_DN	141	21	0.000648051694520046	0.047460631020182865	LAPTM5:CTSS:SELL:PTPRE:TBC1D10C:PITPNM1:ARHGDIB:SELPLG:ARID3B:LPCAT2:ITGB3:ITGB3:ABI3:ARHGEF18:JUND:HCST:BCL3:INPP5D:PCMTD2:ITK:CCND3:ZCCHC6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_DN
Immunologic_signatures	GSE7218_UNSTIM_VS_ANTIGEN_STIM_THROUGH_IGG_BCELL_DN	122	19	0.0006624226004459021	0.047460631020182865	SRGN:LSP1:CASP4:SELPLG:LSP1:JDP2:ISG20:ITGAL:BLVRB:ARHGAP15:STAT4:CST7:CSTB:ITGB2:IL2RB:HOPX:ITK:SERPINB6:HLA-DMA:GIMAP6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE7218_UNSTIM_VS_ANTIGEN_STIM_THROUGH_IGG_BCELL_DN
Immunologic_signatures	GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_UP	122	19	0.0006624226004459021	0.047460631020182865	CREG1:RGS18:MAPKAPK2:ITIH5:PTPRE:OSBPL5:FAM111A:NFE2:IKBIP:PNP:NFIX:BCL3:CST7:PLXNB2:FAM134B:F2R:CDKN1A:FSCN1:ASAH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_UP
